rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.855597,0.8571,0.1429,1.4806,160.5306,0.857264,1.1666,0.9643,reduce blueberry swarm_focus via pie.hp + enable ranged_focus via scone (offense): blueberry.pie.hp factor=0.9806 delta=0.0 | blueberry.scone.cost factor=0.9643 delta=0.0 | blueberry.scone.hp factor=1.0272 delta=0.0 | blueberry.scone.speed factor=1.0148 delta=0.0 | blueberry.scone.cooldown factor=0.9878 delta=0.0 | blueberry.scone.power factor=1.0469 delta=0.0 | blueberry.scone.range factor=1.0156 delta=0.0
2,0.92897,0.8928,0.1071,1.9284,155.9248,0.818921,1.2861,0.9286,reduce blueberry swarm_focus via pie.hp + enable ranged_focus via scone (balanced): blueberry.pie.hp factor=0.9806 delta=0.0 | blueberry.scone.cost factor=0.9597 delta=0.0 | blueberry.scone.hp factor=1.0371 delta=0.0 | blueberry.scone.speed factor=1.0173 delta=0.0 | blueberry.scone.cooldown factor=0.9854 delta=0.0 | blueberry.scone.power factor=1.0321 delta=0.0 | blueberry.scone.range factor=1.0104 delta=0.0
3,0.958182,0.8928,0.1071,2.0539,161.3557,0.857264,1.1666,0.9643,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (tempo): raspberry.macaron.cost factor=1.0247 delta=0.0 | blueberry.pannacotta.cost factor=0.9529 delta=0.0 | blueberry.pannacotta.hp factor=1.0272 delta=0.0 | blueberry.pannacotta.speed factor=1.0296 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9783 delta=0.0 | blueberry.pannacotta.power factor=1.0272 delta=0.0 | blueberry.pannacotta.range factor=1.0086 delta=0.0 | blueberry.pannacotta.area factor=1.0124 delta=0.0
4,0.980958,0.9285,0.0714,1.9398,161.1053,0.858283,0.64675,0.9643,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (balanced): raspberry.macaron.cost factor=1.0247 delta=0.0 | blueberry.pannacotta.cost factor=0.9597 delta=0.0 | blueberry.pannacotta.hp factor=1.0371 delta=0.0 | blueberry.pannacotta.speed factor=1.0173 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9854 delta=0.0 | blueberry.pannacotta.power factor=1.0321 delta=0.0 | blueberry.pannacotta.range factor=1.0104 delta=0.0 | blueberry.pannacotta.area factor=1.0148 delta=0.0
5,1.014745,0.9285,0.0714,2.0817,159.6947,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (balanced): raspberry.macaron.hp factor=0.9806 delta=0.0 | blueberry.pannacotta.cost factor=0.9597 delta=0.0 | blueberry.pannacotta.hp factor=1.0371 delta=0.0 | blueberry.pannacotta.speed factor=1.0173 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9854 delta=0.0 | blueberry.pannacotta.power factor=1.0321 delta=0.0 | blueberry.pannacotta.range factor=1.0104 delta=0.0 | blueberry.pannacotta.area factor=1.0148 delta=0.0
6,1.037334,0.9643,0.0357,2.2672,163.9767,0.811915,1.23005,0.94645,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (offense): raspberry.macaron.hp factor=0.9806 delta=0.0 | blueberry.pannacotta.cost factor=0.9643 delta=0.0 | blueberry.pannacotta.hp factor=1.0272 delta=0.0 | blueberry.pannacotta.speed factor=1.0148 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9878 delta=0.0 | blueberry.pannacotta.power factor=1.0469 delta=0.0 | blueberry.pannacotta.range factor=1.0156 delta=0.0 | blueberry.pannacotta.area factor=1.0222 delta=0.0
7,1.041053,0.9285,0.0714,2.3072,161.6738,0.903632,0.5833,0.98215,reduce blueberry swarm_focus via pie.speed + enable ranged_focus via scone (balanced): blueberry.pie.speed factor=0.983 delta=0.0 | blueberry.scone.cost factor=0.9597 delta=0.0 | blueberry.scone.hp factor=1.0371 delta=0.0 | blueberry.scone.speed factor=1.0173 delta=0.0 | blueberry.scone.cooldown factor=0.9854 delta=0.0 | blueberry.scone.power factor=1.0321 delta=0.0 | blueberry.scone.range factor=1.0104 delta=0.0
8,1.050428,0.9643,0.0357,2.0807,159.7177,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (offense): raspberry.macaron.cost factor=1.0247 delta=0.0 | blueberry.pannacotta.cost factor=0.9643 delta=0.0 | blueberry.pannacotta.hp factor=1.0272 delta=0.0 | blueberry.pannacotta.speed factor=1.0148 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9878 delta=0.0 | blueberry.pannacotta.power factor=1.0469 delta=0.0 | blueberry.pannacotta.range factor=1.0156 delta=0.0 | blueberry.pannacotta.area factor=1.0222 delta=0.0
9,1.065537,0.9643,0.0357,2.2102,163.6085,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (offense): raspberry.macaron.speed factor=0.983 delta=0.0 | blueberry.pannacotta.cost factor=0.9643 delta=0.0 | blueberry.pannacotta.hp factor=1.0272 delta=0.0 | blueberry.pannacotta.speed factor=1.0148 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9878 delta=0.0 | blueberry.pannacotta.power factor=1.0469 delta=0.0 | blueberry.pannacotta.range factor=1.0156 delta=0.0 | blueberry.pannacotta.area factor=1.0222 delta=0.0
10,1.092635,1.0,0.0,2.2236,163.6282,0.876881,0.67955,0.9643,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (tempo): raspberry.macaron.hp factor=0.9806 delta=0.0 | blueberry.pannacotta.cost factor=0.9529 delta=0.0 | blueberry.pannacotta.hp factor=1.0272 delta=0.0 | blueberry.pannacotta.speed factor=1.0296 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9783 delta=0.0 | blueberry.pannacotta.power factor=1.0272 delta=0.0 | blueberry.pannacotta.range factor=1.0086 delta=0.0 | blueberry.pannacotta.area factor=1.0124 delta=0.0
