rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.583333,0.0,1.0,-1.0,123.9278,blueberry.tarte_tatin.power factor=0.7921 delta=0.0
2,0.583333,0.0,1.0,-1.0,118.5389,blueberry.tarte_tatin.speed factor=0.8448 delta=0.0
3,0.583333,1.0,0.0,1.0,97.1667,blueberry.pie.cost factor=1.2625 delta=0.0
4,0.75,0.0,1.0,-3.0,89.3771,blueberry.tarte_tatin.cost factor=1.2625 delta=0.0
5,0.75,0.0,1.0,-3.0,118.7917,blueberry.tarte_tatin.area factor=0.7921 delta=0.0
6,0.75,0.0,1.0,-3.0,140.2,blueberry.tarte_tatin.hp factor=0.8264 delta=0.0
7,0.75,0.0,1.0,-3.0,112.625,blueberry.pie.power factor=0.7921 delta=0.0
8,0.75,0.0,1.0,-3.0,118.2167,blueberry.pie.hp factor=0.8264 delta=0.0
