raspberry_strategy,blueberry_strategy,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,raspberry_detected_dominant,blueberry_detected_dominant,strategy_diversity_penalty
tank_focus,tank_focus,0.5,0.5,-0.2308,166.4423,tank_focus,tank_focus,0.691581
tank_focus,tank_aoe_focus,0.0,1.0,-3.0,165.825,tank_focus,tank_aoe_focus,0.525904
tank_focus,ranged_focus,0.0,1.0,-3.0,144.225,tank_focus,ranged_focus,0.525904
tank_focus,swarm_focus,0.0,1.0,-2.7619,140.6667,tank_focus,swarm_focus,0.40173
tank_focus,special_focus,0.0,1.0,-2.1,180.0,tank_focus,mixed_composition,0.525904
tank_focus,upgrade_focus,0.0,1.0,-2.95,137.175,tank_focus,upgrade_focus,0.525904
tank_focus,mixed,0.0,1.0,-3.0,141.075,tank_focus,upgrade_focus,0.478373
tank_aoe_focus,tank_focus,1.0,0.0,3.0,164.675,tank_aoe_focus,tank_focus,0.525904
tank_aoe_focus,tank_aoe_focus,1.0,0.0,2.4545,170.1136,tank_aoe_focus,tank_aoe_focus,0.95
tank_aoe_focus,ranged_focus,0.8,0.2,1.24,173.56,tank_aoe_focus,ranged_focus,0.525904
tank_aoe_focus,swarm_focus,1.0,0.0,3.0,142.025,tank_aoe_focus,swarm_focus,0.525904
tank_aoe_focus,special_focus,0.1,0.9,-1.3043,180.0,tank_aoe_focus,mixed_composition,0.525904
tank_aoe_focus,upgrade_focus,1.0,0.0,2.95,163.55,tank_aoe_focus,swarm_focus,0.379577
tank_aoe_focus,mixed,1.0,0.0,3.0,170.45,tank_aoe_focus,mixed_composition,0.421526
ranged_focus,tank_focus,1.0,0.0,3.0,157.675,ranged_focus,tank_focus,0.478373
ranged_focus,tank_aoe_focus,1.0,0.0,2.4545,171.4545,ranged_focus,tank_aoe_focus,0.571961
ranged_focus,ranged_focus,1.0,0.0,2.0,179.6667,ranged_focus,ranged_focus,0.95
ranged_focus,swarm_focus,1.0,0.0,3.0,150.55,ranged_focus,swarm_focus,0.384543
ranged_focus,special_focus,0.9,0.1,1.6087,179.3043,ranged_focus,mixed_composition,0.525904
ranged_focus,upgrade_focus,0.9,0.1,2.2273,165.5682,ranged_focus,swarm_focus,0.322976
ranged_focus,mixed,1.0,0.0,3.0,171.575,ranged_focus,ranged_focus,0.66341
swarm_focus,tank_focus,1.0,0.0,3.0,141.25,swarm_focus,tank_focus,0.525904
swarm_focus,tank_aoe_focus,0.0,1.0,-3.0,140.15,swarm_focus,tank_aoe_focus,0.478373
swarm_focus,ranged_focus,0.0,1.0,-3.0,109.475,swarm_focus,ranged_focus,0.525904
swarm_focus,swarm_focus,0.3,0.7,-0.96,153.54,upgrade_focus,upgrade_focus,0.629782
swarm_focus,special_focus,0.3,0.7,-0.9167,179.4167,upgrade_focus,mixed_composition,0.374729
swarm_focus,upgrade_focus,0.0,1.0,-3.0,133.075,swarm_focus,upgrade_focus,0.629782
swarm_focus,mixed,0.0,1.0,-3.0,136.8,swarm_focus,upgrade_focus,0.497495
special_focus,tank_focus,0.8,0.2,1.2727,180.0,upgrade_focus,tank_focus,0.429851
special_focus,tank_aoe_focus,0.5,0.5,-0.6154,147.0192,special_focus,tank_aoe_focus,0.384543
special_focus,ranged_focus,0.0,1.0,-3.0,113.125,special_focus,ranged_focus,0.525904
special_focus,swarm_focus,0.2,0.8,-1.5,135.5909,special_focus,upgrade_focus,0.405115
special_focus,special_focus,0.0,1.0,-3.0,114.5,special_focus,mixed_composition,0.477069
special_focus,upgrade_focus,0.0,1.0,-2.8,126.75,special_focus,upgrade_focus,0.547495
special_focus,mixed,0.0,1.0,-3.0,115.975,special_focus,upgrade_focus,0.547495
upgrade_focus,tank_focus,1.0,0.0,3.0,138.05,upgrade_focus,tank_focus,0.525904
upgrade_focus,tank_aoe_focus,1.0,0.0,1.5185,163.9074,upgrade_focus,tank_aoe_focus,0.45173
upgrade_focus,ranged_focus,0.9,0.1,1.6364,172.4773,upgrade_focus,ranged_focus,0.525904
upgrade_focus,swarm_focus,1.0,0.0,3.0,137.9,upgrade_focus,swarm_focus,0.525904
upgrade_focus,special_focus,1.0,0.0,2.2,174.225,upgrade_focus,mixed_composition,0.525904
upgrade_focus,upgrade_focus,0.9,0.1,1.9524,171.3095,upgrade_focus,upgrade_focus,0.669545
upgrade_focus,mixed,1.0,0.0,2.4762,168.7857,upgrade_focus,ranged_focus,0.424729
mixed,tank_focus,1.0,0.0,3.0,144.675,upgrade_focus,tank_focus,0.478373
mixed,tank_aoe_focus,0.6,0.4,-0.24,171.26,upgrade_focus,tank_aoe_focus,0.381969
mixed,ranged_focus,1.0,0.0,1.6667,175.1429,upgrade_focus,ranged_focus,0.525904
mixed,swarm_focus,1.0,0.0,3.0,141.125,upgrade_focus,swarm_focus,0.525904
mixed,special_focus,0.3,0.7,-0.2174,178.2609,mixed_composition,mixed_composition,0.393812
mixed,upgrade_focus,0.6,0.4,0.6667,172.7619,upgrade_focus,upgrade_focus,0.533269
mixed,mixed,1.0,0.0,2.9,173.0,upgrade_focus,ranged_focus,0.434543
