match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades,raspberry_strategy,blueberry_strategy
1,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
2,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
3,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
4,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
5,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
6,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
7,blueberry,0,2,2,1,0,swarm_focus,ranged_focus
8,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
9,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
10,blueberry,0,2,2,0,0,swarm_focus,ranged_focus
