iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,confirmation_raspberry_win_rate,confirmation_blueberry_win_rate,confirmation_avg_final_control,confirmation_balance_score,confirmation_strategy_diversity_penalty,confirmation_passed,patch_added,stopped
1,0.7,0.3,0.4333,175.7897,0.563808,0.78314,1.2418,0.9437,,,,,,,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (offense): raspberry.macaron.hp factor=0.9846 delta=0.0 | blueberry.pannacotta.cost factor=0.9716 delta=0.0 | blueberry.pannacotta.hp factor=1.0214 delta=0.0 | blueberry.pannacotta.speed factor=1.0117 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9903 delta=0.0 | blueberry.pannacotta.power factor=1.0371 delta=0.0 | blueberry.pannacotta.range factor=1.0123 delta=0.0 | blueberry.pannacotta.area factor=1.0175 delta=0.0,False
2,0.45,0.55,-0.468,172.3184,0.408846,0.760615,1.3227,0.9281,0.5125,0.4875,-0.399,0.356507,0.743643,True,,True
