rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.766208,0.8214,0.1786,1.2344,158.8281,0.791566,1.2935,0.9286,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via scone (balanced): blueberry.pie.cost factor=1.0255 delta=0.0 | blueberry.scone.cost factor=0.9584 delta=0.0 | blueberry.scone.hp factor=1.0383 delta=0.0 | blueberry.scone.speed factor=1.0179 delta=0.0 | blueberry.scone.cooldown factor=0.9849 delta=0.0 | blueberry.scone.power factor=1.0332 delta=0.0 | blueberry.scone.range factor=1.0107 delta=0.0
2,0.789497,0.7857,0.2143,1.375,160.2031,0.903632,0.5833,0.98215,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via scone (offense): blueberry.pie.cost factor=1.0255 delta=0.0 | blueberry.scone.cost factor=0.9631 delta=0.0 | blueberry.scone.hp factor=1.0281 delta=0.0 | blueberry.scone.speed factor=1.0153 delta=0.0 | blueberry.scone.cooldown factor=0.9874 delta=0.0 | blueberry.scone.power factor=1.0485 delta=0.0 | blueberry.scone.range factor=1.0161 delta=0.0
3,0.835483,0.8571,0.1429,1.4559,155.5515,0.811915,1.23005,0.94645,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (offense): raspberry.macaron.hp factor=0.98 delta=0.0 | blueberry.pannacotta.cost factor=0.9631 delta=0.0 | blueberry.pannacotta.hp factor=1.0281 delta=0.0 | blueberry.pannacotta.speed factor=1.0153 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9874 delta=0.0 | blueberry.pannacotta.power factor=1.0485 delta=0.0 | blueberry.pannacotta.range factor=1.0161 delta=0.0 | blueberry.pannacotta.area factor=1.023 delta=0.0
4,0.846459,0.8215,0.1786,1.7041,152.248,0.858283,0.64675,0.9643,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (offense): raspberry.macaron.cost factor=1.0255 delta=0.0 | blueberry.pannacotta.cost factor=0.9631 delta=0.0 | blueberry.pannacotta.hp factor=1.0281 delta=0.0 | blueberry.pannacotta.speed factor=1.0153 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9874 delta=0.0 | blueberry.pannacotta.power factor=1.0485 delta=0.0 | blueberry.pannacotta.range factor=1.0161 delta=0.0 | blueberry.pannacotta.area factor=1.023 delta=0.0
5,0.877303,0.8571,0.1429,1.7753,155.0807,0.823906,0.7535,0.92855,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (balanced): raspberry.macaron.speed factor=0.9824 delta=0.0 | blueberry.pannacotta.cost factor=0.9584 delta=0.0 | blueberry.pannacotta.hp factor=1.0383 delta=0.0 | blueberry.pannacotta.speed factor=1.0179 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9849 delta=0.0 | blueberry.pannacotta.power factor=1.0332 delta=0.0 | blueberry.pannacotta.range factor=1.0107 delta=0.0 | blueberry.pannacotta.area factor=1.0153 delta=0.0
6,0.909558,0.8571,0.1429,1.7921,152.4625,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (tempo): raspberry.macaron.cost factor=1.0255 delta=0.0 | blueberry.pannacotta.cost factor=0.9514 delta=0.0 | blueberry.pannacotta.hp factor=1.0281 delta=0.0 | blueberry.pannacotta.speed factor=1.0307 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9775 delta=0.0 | blueberry.pannacotta.power factor=1.0281 delta=0.0 | blueberry.pannacotta.range factor=1.0089 delta=0.0 | blueberry.pannacotta.area factor=1.0128 delta=0.0
7,0.936285,0.9285,0.0714,1.7742,160.9597,0.791566,1.2935,0.9286,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via scone (tempo): blueberry.pie.cost factor=1.0255 delta=0.0 | blueberry.scone.cost factor=0.9514 delta=0.0 | blueberry.scone.hp factor=1.0281 delta=0.0 | blueberry.scone.speed factor=1.0307 delta=0.0 | blueberry.scone.cooldown factor=0.9775 delta=0.0 | blueberry.scone.power factor=1.0281 delta=0.0 | blueberry.scone.range factor=1.0089 delta=0.0
8,0.965628,0.8928,0.1071,1.9667,153.225,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (balanced): raspberry.macaron.hp factor=0.98 delta=0.0 | blueberry.pannacotta.cost factor=0.9584 delta=0.0 | blueberry.pannacotta.hp factor=1.0383 delta=0.0 | blueberry.pannacotta.speed factor=1.0179 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9849 delta=0.0 | blueberry.pannacotta.power factor=1.0332 delta=0.0 | blueberry.pannacotta.range factor=1.0107 delta=0.0 | blueberry.pannacotta.area factor=1.0153 delta=0.0
9,0.982067,0.9286,0.0714,2.0389,152.6098,0.830513,1.26285,0.94645,reduce blueberry swarm_focus via pie.hp + enable ranged_focus via scone (balanced): blueberry.pie.hp factor=0.98 delta=0.0 | blueberry.scone.cost factor=0.9584 delta=0.0 | blueberry.scone.hp factor=1.0383 delta=0.0 | blueberry.scone.speed factor=1.0179 delta=0.0 | blueberry.scone.cooldown factor=0.9849 delta=0.0 | blueberry.scone.power factor=1.0332 delta=0.0 | blueberry.scone.range factor=1.0107 delta=0.0
10,1.05646,0.9643,0.0357,2.1324,157.7443,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (tempo): raspberry.macaron.hp factor=0.98 delta=0.0 | blueberry.pannacotta.cost factor=0.9514 delta=0.0 | blueberry.pannacotta.hp factor=1.0281 delta=0.0 | blueberry.pannacotta.speed factor=1.0307 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9775 delta=0.0 | blueberry.pannacotta.power factor=1.0281 delta=0.0 | blueberry.pannacotta.range factor=1.0089 delta=0.0 | blueberry.pannacotta.area factor=1.0128 delta=0.0
11,1.06052,0.9643,0.0357,2.1672,163.4457,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (offense): raspberry.macaron.speed factor=0.9824 delta=0.0 | blueberry.pannacotta.cost factor=0.9631 delta=0.0 | blueberry.pannacotta.hp factor=1.0281 delta=0.0 | blueberry.pannacotta.speed factor=1.0153 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9874 delta=0.0 | blueberry.pannacotta.power factor=1.0485 delta=0.0 | blueberry.pannacotta.range factor=1.0161 delta=0.0 | blueberry.pannacotta.area factor=1.023 delta=0.0
12,1.071152,0.9643,0.0357,2.1073,155.3016,0.95,0.0,1.0,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (balanced): raspberry.macaron.cost factor=1.0255 delta=0.0 | blueberry.pannacotta.cost factor=0.9584 delta=0.0 | blueberry.pannacotta.hp factor=1.0383 delta=0.0 | blueberry.pannacotta.speed factor=1.0179 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9849 delta=0.0 | blueberry.pannacotta.power factor=1.0332 delta=0.0 | blueberry.pannacotta.range factor=1.0107 delta=0.0 | blueberry.pannacotta.area factor=1.0153 delta=0.0
