rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.527775,1.0,0.0,0.3333,180.0,raspberry.pie.cost factor=1.105 delta=0.0
2,0.555558,1.0,0.0,-0.6667,180.0,raspberry.tart.power factor=0.905 delta=0.0
3,0.625,1.0,0.0,1.5,180.0,raspberry.tart.area factor=0.905 delta=0.0
4,0.625,1.0,0.0,1.5,180.0,raspberry.pie.power factor=0.905 delta=0.0
5,0.666667,0.0,1.0,-2.0,180.0,raspberry.tart.cost factor=1.105 delta=0.0
6,0.666667,1.0,0.0,2.0,180.0,raspberry.tart.hp factor=0.9225 delta=0.0
7,0.666667,1.0,0.0,2.0,180.0,raspberry.tart.speed factor=0.9315 delta=0.0
8,0.670908,0.0,1.0,-2.0509,163.3222,raspberry.pie.hp factor=0.9225 delta=0.0
