rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.583333,1.0,0.0,1.0,72.5833,blueberry.tarte_tatin.power factor=0.8772 delta=0.0
2,0.721767,1.0,0.0,2.6612,153.3069,blueberry.tarte_tatin.hp factor=0.8993 delta=0.0
3,0.75,1.0,0.0,3.0,89.5,blueberry.tarte_tatin.area factor=0.8772 delta=0.0
4,0.75,1.0,0.0,3.0,92.375,blueberry.tarte_tatin.speed factor=0.9107 delta=0.0
5,0.75,1.0,0.0,3.0,115.0,blueberry.tarte_tatin.cost factor=1.14 delta=0.0
6,0.75,1.0,0.0,3.0,112.25,blueberry.pie.hp factor=0.8993 delta=0.0
