team,unit_key,unit_name,produced,kills,damage,healing
raspberry,baumkuchen,바움쿠헨,323,19,5582.0,0.0
raspberry,macaron,마카롱,106,0,0.0,5720.0
raspberry,pie,파이,605,173,37496.0,0.0
raspberry,scone,스콘,232,506,96890.0,0.0
raspberry,tart,타르트,324,231,50964.0,0.0
blueberry,baumkuchen,바움쿠헨,337,119,34170.0,0.0
blueberry,pannacotta,판나코타,300,458,194400.0,0.0
blueberry,pie,파이,486,288,75740.0,0.0
blueberry,scone,스콘,88,229,55500.0,0.0
blueberry,tarte_tatin,타르트·타탱,420,435,141500.0,0.0
