match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,blueberry,1,2,3,0,1
2,blueberry,0,2,2,0,0
3,blueberry,0,2,2,0,0
4,blueberry,0,2,2,0,0
5,blueberry,0,2,2,0,1
6,blueberry,0,2,2,0,2
7,blueberry,0,2,2,0,0
8,blueberry,0,2,2,0,1
9,blueberry,0,2,2,0,0
10,blueberry,0,2,2,1,0
11,blueberry,0,2,2,0,0
12,blueberry,0,2,2,0,1
13,blueberry,0,2,2,0,1
14,blueberry,0,2,2,0,2
15,blueberry,0,2,2,0,0
16,blueberry,1,2,3,0,0
17,blueberry,0,2,2,0,0
18,blueberry,1,2,3,0,0
19,blueberry,0,2,2,1,0
20,blueberry,0,2,2,0,2
21,blueberry,0,2,2,0,1
22,blueberry,0,2,2,0,1
23,blueberry,0,2,2,0,1
24,blueberry,0,2,2,0,0
25,blueberry,0,2,2,0,0
26,blueberry,0,2,2,0,2
27,blueberry,0,2,2,0,2
28,blueberry,0,2,2,0,0
29,blueberry,0,2,2,0,0
30,blueberry,0,2,2,0,0
