team,unit_key,unit_name,produced,produced_per_match,team_production_share,kills,kills_per_match,deaths,damage,damage_per_match,damage_taken,healing,attacks_made,attacks_received,survival_time,avg_survival_time,focus_fire_hits,focus_fire_events,max_focus_attackers
raspberry,baumkuchen,바움쿠헨,4420,27.625,0.1992,678,4.2375,3636,144395.53,902.472,3584675.17,0.0,9495,32826,98525.5,22.2908,1211,2840,14
raspberry,macaron,마카롱,4537,28.3562,0.2045,0,0.0,4407,0.0,0.0,597793.87,1563715.59,0,7590,56280.5,12.4048,0,1064,11
raspberry,pie,파이,5831,36.4438,0.2628,1529,9.5563,4900,272490.17,1703.0636,1031378.38,0.0,7412,7844,109208.0,18.7289,1159,1399,10
raspberry,scone,스콘,2733,17.0813,0.1232,5371,33.5688,1941,834684.01,5216.775,1043425.82,0.0,10667,5892,82771.5,30.2859,1606,1427,11
raspberry,tart,타르트,4663,29.1438,0.2102,5334,33.3375,2840,1270368.38,7939.8024,1088768.69,0.0,34900,6027,162573.0,34.8645,7455,1560,11
blueberry,baumkuchen,바움쿠헨,2813,17.5813,0.1475,688,4.3,2210,312714.41,1954.465,763407.91,0.0,9726,21376,69286.5,24.6308,697,3055,14
blueberry,pannacotta,판나코타,2822,17.6375,0.148,5853,36.5812,2550,2221307.58,13883.1724,101554.86,0.0,1725,2522,27558.0,9.7654,174,784,14
blueberry,pie,파이,8270,51.6875,0.4337,2333,14.5813,6372,1004715.46,6279.4716,724160.07,0.0,17732,18798,191684.0,23.1782,2167,3648,16
blueberry,scone,스콘,2192,13.7,0.115,6586,41.1625,1552,2257806.98,14111.2936,467948.5,0.0,15077,10676,72789.0,33.2067,2179,2027,15
blueberry,tarte_tatin,타르트·타탱,2972,18.575,0.1559,2264,14.15,1953,1549497.5,9684.3594,464866.74,0.0,15919,9102,102894.0,34.6211,3073,1917,13
