rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.590742,1.0,0.0,1.0889,127.5097,blueberry.tarte_tatin.cost factor=1.2625 delta=0.0
2,0.635917,0.0,1.0,-1.631,148.8161,blueberry.tarte_tatin.area factor=0.7921 delta=0.0
3,0.75,0.0,1.0,-3.0,134.1104,blueberry.pie.power factor=0.7921 delta=0.0
4,0.75,1.0,0.0,3.0,125.25,blueberry.pie.cost factor=1.2625 delta=0.0
5,0.75,0.0,1.0,-3.0,116.5,blueberry.pie.hp factor=0.8264 delta=0.0
6,0.75,0.0,1.0,-3.0,81.0,blueberry.pie.speed factor=0.8448 delta=0.0
7,0.75,0.0,1.0,-3.0,146.3667,blueberry.tarte_tatin.power factor=0.7921 delta=0.0
8,0.75,0.0,1.0,-3.0,124.5,blueberry.tarte_tatin.speed factor=0.8448 delta=0.0
