rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.262225,0.5357,0.4643,0.299,174.4158,0.766566,1.2935,0.9286,soft nerf raspberry.pie.hp + rework blueberry.scone (balanced): raspberry.pie.hp factor=0.9824 delta=0.0 | blueberry.scone.cost factor=0.9633 delta=0.0 | blueberry.scone.hp factor=1.0337 delta=0.0 | blueberry.scone.speed factor=1.0157 delta=0.0 | blueberry.scone.cooldown factor=0.9867 delta=0.0 | blueberry.scone.power factor=1.0292 delta=0.0 | blueberry.scone.range factor=1.0094 delta=0.0
2,0.312175,0.5714,0.4286,0.4597,176.6799,0.748572,1.34955,0.91075,soft nerf raspberry.pie.power + rework blueberry.scone (balanced): raspberry.pie.power factor=0.9781 delta=0.0 | blueberry.scone.cost factor=0.9633 delta=0.0 | blueberry.scone.hp factor=1.0337 delta=0.0 | blueberry.scone.speed factor=1.0157 delta=0.0 | blueberry.scone.cooldown factor=0.9867 delta=0.0 | blueberry.scone.power factor=1.0292 delta=0.0 | blueberry.scone.range factor=1.0094 delta=0.0
3,0.352073,0.6072,0.3928,0.3334,173.1458,0.823906,0.7535,0.92855,reduce raspberry swarm_focus via pie.power + enable ranged_focus via tart (balanced): raspberry.pie.power factor=0.9781 delta=0.0 | raspberry.tart.cost factor=0.9633 delta=0.0 | raspberry.tart.hp factor=1.0337 delta=0.0 | raspberry.tart.speed factor=1.0157 delta=0.0 | raspberry.tart.cooldown factor=0.9867 delta=0.0 | raspberry.tart.power factor=1.0292 delta=0.0 | raspberry.tart.range factor=1.0094 delta=0.0 | raspberry.tart.area factor=1.0135 delta=0.0
4,0.366927,0.6072,0.3928,0.4714,172.8858,0.818921,1.2861,0.9286,soft nerf raspberry.pie.power + rework blueberry.scone (offense): raspberry.pie.power factor=0.9781 delta=0.0 | blueberry.scone.cost factor=0.9674 delta=0.0 | blueberry.scone.hp factor=1.0247 delta=0.0 | blueberry.scone.speed factor=1.0135 delta=0.0 | blueberry.scone.cooldown factor=0.9889 delta=0.0 | blueberry.scone.power factor=1.0426 delta=0.0 | blueberry.scone.range factor=1.0141 delta=0.0
5,0.392464,0.6429,0.3571,0.3993,177.733,0.811915,1.23005,0.94645,soft nerf raspberry.pie.cost + rework blueberry.scone (balanced): raspberry.pie.cost factor=1.0224 delta=0.0 | blueberry.scone.cost factor=0.9633 delta=0.0 | blueberry.scone.hp factor=1.0337 delta=0.0 | blueberry.scone.speed factor=1.0157 delta=0.0 | blueberry.scone.cooldown factor=0.9867 delta=0.0 | blueberry.scone.power factor=1.0292 delta=0.0 | blueberry.scone.range factor=1.0094 delta=0.0
6,0.413778,0.6429,0.3571,0.6256,175.9237,0.791566,1.2935,0.9286,soft nerf raspberry.pie.power + rework blueberry.scone (tempo): raspberry.pie.power factor=0.9781 delta=0.0 | blueberry.scone.cost factor=0.9571 delta=0.0 | blueberry.scone.hp factor=1.0247 delta=0.0 | blueberry.scone.speed factor=1.0269 delta=0.0 | blueberry.scone.cooldown factor=0.9802 delta=0.0 | blueberry.scone.power factor=1.0247 delta=0.0 | blueberry.scone.range factor=1.0079 delta=0.0
7,0.512222,0.7143,0.2858,0.9499,173.6598,0.748401,1.42395,0.875,reduce raspberry swarm_focus via pie.power + enable ranged_focus via tart (offense): raspberry.pie.power factor=0.9781 delta=0.0 | raspberry.tart.cost factor=0.9674 delta=0.0 | raspberry.tart.hp factor=1.0247 delta=0.0 | raspberry.tart.speed factor=1.0135 delta=0.0 | raspberry.tart.cooldown factor=0.9889 delta=0.0 | raspberry.tart.power factor=1.0426 delta=0.0 | raspberry.tart.range factor=1.0141 delta=0.0 | raspberry.tart.area factor=1.0202 delta=0.0
8,0.574825,0.75,0.25,1.1805,175.3264,0.748401,1.42395,0.875,soft nerf raspberry.pie.cost + rework blueberry.scone (tempo): raspberry.pie.cost factor=1.0224 delta=0.0 | blueberry.scone.cost factor=0.9571 delta=0.0 | blueberry.scone.hp factor=1.0247 delta=0.0 | blueberry.scone.speed factor=1.0269 delta=0.0 | blueberry.scone.cooldown factor=0.9802 delta=0.0 | blueberry.scone.power factor=1.0247 delta=0.0 | blueberry.scone.range factor=1.0079 delta=0.0
9,0.577875,0.75,0.25,1.1442,177.1798,0.777539,1.3368,0.9107,soft nerf raspberry.pie.cost + rework blueberry.scone (offense): raspberry.pie.cost factor=1.0224 delta=0.0 | blueberry.scone.cost factor=0.9674 delta=0.0 | blueberry.scone.hp factor=1.0247 delta=0.0 | blueberry.scone.speed factor=1.0135 delta=0.0 | blueberry.scone.cooldown factor=0.9889 delta=0.0 | blueberry.scone.power factor=1.0426 delta=0.0 | blueberry.scone.range factor=1.0141 delta=0.0
10,0.640282,0.8215,0.1785,0.9318,173.6744,0.840289,0.7028,0.94645,reduce raspberry swarm_focus via pie.power + enable ranged_focus via tart (tempo): raspberry.pie.power factor=0.9781 delta=0.0 | raspberry.tart.cost factor=0.9571 delta=0.0 | raspberry.tart.hp factor=1.0247 delta=0.0 | raspberry.tart.speed factor=1.0269 delta=0.0 | raspberry.tart.cooldown factor=0.9802 delta=0.0 | raspberry.tart.power factor=1.0247 delta=0.0 | raspberry.tart.range factor=1.0079 delta=0.0 | raspberry.tart.area factor=1.0112 delta=0.0
