rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.594418,0.1071,0.8928,-1.7273,154.8845,soft nerf blueberry.baumkuchen.power + rework raspberry.macaron (offense): blueberry.baumkuchen.power factor=0.9631 delta=0.0 | raspberry.macaron.cost factor=0.9456 delta=0.0 | raspberry.macaron.hp factor=1.0422 delta=0.0 | raspberry.macaron.speed factor=1.023 delta=0.0 | raspberry.macaron.cooldown factor=0.9812 delta=0.0 | raspberry.macaron.power factor=1.0728 delta=0.0 | raspberry.macaron.range factor=1.0241 delta=0.0 | raspberry.macaron.area factor=1.0345 delta=0.0
2,0.595858,0.1429,0.8571,-2.0465,153.5143,soft nerf blueberry.baumkuchen.power + rework raspberry.macaron (balanced): blueberry.baumkuchen.power factor=0.9631 delta=0.0 | raspberry.macaron.cost factor=0.9388 delta=0.0 | raspberry.macaron.hp factor=1.0575 delta=0.0 | raspberry.macaron.speed factor=1.0268 delta=0.0 | raspberry.macaron.cooldown factor=0.9775 delta=0.0 | raspberry.macaron.power factor=1.0498 delta=0.0 | raspberry.macaron.range factor=1.0161 delta=0.0 | raspberry.macaron.area factor=1.023 delta=0.0
3,0.673413,0.0714,0.9286,-2.0984,147.5352,soft nerf blueberry.baumkuchen.speed + rework raspberry.macaron (offense): blueberry.baumkuchen.speed factor=0.9739 delta=0.0 | raspberry.macaron.cost factor=0.9456 delta=0.0 | raspberry.macaron.hp factor=1.0422 delta=0.0 | raspberry.macaron.speed factor=1.023 delta=0.0 | raspberry.macaron.cooldown factor=0.9812 delta=0.0 | raspberry.macaron.power factor=1.0728 delta=0.0 | raspberry.macaron.range factor=1.0241 delta=0.0 | raspberry.macaron.area factor=1.0345 delta=0.0
4,0.684065,0.0714,0.9285,-2.1897,149.2414,soft nerf blueberry.baumkuchen.hp + rework raspberry.macaron (offense): blueberry.baumkuchen.hp factor=0.9703 delta=0.0 | raspberry.macaron.cost factor=0.9456 delta=0.0 | raspberry.macaron.hp factor=1.0422 delta=0.0 | raspberry.macaron.speed factor=1.023 delta=0.0 | raspberry.macaron.cooldown factor=0.9812 delta=0.0 | raspberry.macaron.power factor=1.0728 delta=0.0 | raspberry.macaron.range factor=1.0241 delta=0.0 | raspberry.macaron.area factor=1.0345 delta=0.0
5,0.685628,0.0714,0.9285,-2.2031,153.0625,soft nerf blueberry.baumkuchen.power + rework raspberry.macaron (tempo): blueberry.baumkuchen.power factor=0.9631 delta=0.0 | raspberry.macaron.cost factor=0.9288 delta=0.0 | raspberry.macaron.hp factor=1.0422 delta=0.0 | raspberry.macaron.speed factor=1.046 delta=0.0 | raspberry.macaron.cooldown factor=0.9667 delta=0.0 | raspberry.macaron.power factor=1.0422 delta=0.0 | raspberry.macaron.range factor=1.0134 delta=0.0 | raspberry.macaron.area factor=1.0192 delta=0.0
6,0.716452,0.0357,0.9643,-2.1613,151.9113,soft nerf blueberry.baumkuchen.speed + rework raspberry.macaron (balanced): blueberry.baumkuchen.speed factor=0.9739 delta=0.0 | raspberry.macaron.cost factor=0.9388 delta=0.0 | raspberry.macaron.hp factor=1.0575 delta=0.0 | raspberry.macaron.speed factor=1.0268 delta=0.0 | raspberry.macaron.cooldown factor=0.9775 delta=0.0 | raspberry.macaron.power factor=1.0498 delta=0.0 | raspberry.macaron.range factor=1.0161 delta=0.0 | raspberry.macaron.area factor=1.023 delta=0.0
7,0.727033,0.0357,0.9643,-2.252,147.3838,soft nerf blueberry.baumkuchen.hp + rework raspberry.macaron (balanced): blueberry.baumkuchen.hp factor=0.9703 delta=0.0 | raspberry.macaron.cost factor=0.9388 delta=0.0 | raspberry.macaron.hp factor=1.0575 delta=0.0 | raspberry.macaron.speed factor=1.0268 delta=0.0 | raspberry.macaron.cooldown factor=0.9775 delta=0.0 | raspberry.macaron.power factor=1.0498 delta=0.0 | raspberry.macaron.range factor=1.0161 delta=0.0 | raspberry.macaron.area factor=1.023 delta=0.0
8,0.761217,0.0357,0.9643,-2.545,149.9994,soft nerf blueberry.baumkuchen.hp + rework raspberry.macaron (tempo): blueberry.baumkuchen.hp factor=0.9703 delta=0.0 | raspberry.macaron.cost factor=0.9288 delta=0.0 | raspberry.macaron.hp factor=1.0422 delta=0.0 | raspberry.macaron.speed factor=1.046 delta=0.0 | raspberry.macaron.cooldown factor=0.9667 delta=0.0 | raspberry.macaron.power factor=1.0422 delta=0.0 | raspberry.macaron.range factor=1.0134 delta=0.0 | raspberry.macaron.area factor=1.0192 delta=0.0
