iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,confirmation_raspberry_win_rate,confirmation_blueberry_win_rate,confirmation_avg_final_control,confirmation_balance_score,confirmation_strategy_diversity_penalty,confirmation_passed,patch_added,stopped
1,0.8,0.2,1.3571,174.7514,0.648482,0.760615,1.3227,0.9281,,,,,,,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (balanced): raspberry.macaron.speed factor=0.9801 delta=0.0 | blueberry.pannacotta.cost factor=0.953 delta=0.0 | blueberry.pannacotta.hp factor=1.0435 delta=0.0 | blueberry.pannacotta.speed factor=1.0203 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9829 delta=0.0 | blueberry.pannacotta.power factor=1.0377 delta=0.0 | blueberry.pannacotta.range factor=1.0122 delta=0.0 | blueberry.pannacotta.area factor=1.0174 delta=0.0,False
2,0.5813,0.4188,0.4238,174.6744,0.328305,0.790248,1.2196,0.95,,,,,,,soft nerf raspberry.pie.hp + rework blueberry.scone (balanced): raspberry.pie.hp factor=0.9824 delta=0.0 | blueberry.scone.cost factor=0.9633 delta=0.0 | blueberry.scone.hp factor=1.0337 delta=0.0 | blueberry.scone.speed factor=1.0157 delta=0.0 | blueberry.scone.cooldown factor=0.9867 delta=0.0 | blueberry.scone.power factor=1.0292 delta=0.0 | blueberry.scone.range factor=1.0094 delta=0.0,False
3,0.6438,0.3563,0.4868,173.6,0.38807,0.749908,1.3454,0.9125,,,,,,,soft nerf raspberry.pie.cost + rework blueberry.pannacotta (offense): raspberry.pie.cost factor=1.0243 delta=0.0 | blueberry.pannacotta.cost factor=0.9648 delta=0.0 | blueberry.pannacotta.hp factor=1.0267 delta=0.0 | blueberry.pannacotta.speed factor=1.0146 delta=0.0 | blueberry.pannacotta.cooldown factor=0.988 delta=0.0 | blueberry.pannacotta.power factor=1.0462 delta=0.0 | blueberry.pannacotta.range factor=1.0153 delta=0.0 | blueberry.pannacotta.area factor=1.0219 delta=0.0,False
4,0.4062,0.5938,-0.1872,175.0603,0.307997,0.769426,1.2845,0.9313,0.4062,0.5938,-0.1872,0.307997,0.769426,False,reduce raspberry swarm_focus via pie.power + enable ranged_focus via tart (tempo): raspberry.pie.power factor=0.9777 delta=0.0 | raspberry.tart.cost factor=0.9564 delta=0.0 | raspberry.tart.hp factor=1.0251 delta=0.0 | raspberry.tart.speed factor=1.0274 delta=0.0 | raspberry.tart.cooldown factor=0.9799 delta=0.0 | raspberry.tart.power factor=1.0251 delta=0.0 | raspberry.tart.range factor=1.008 delta=0.0 | raspberry.tart.area factor=1.0114 delta=0.0,False
5,0.6375,0.3625,0.5748,173.9423,0.390471,0.743643,1.365,0.9062,,,,,,,reduce raspberry swarm_focus via pie.speed + enable ranged_focus via tart (offense): raspberry.pie.speed factor=0.9834 delta=0.0 | raspberry.tart.cost factor=0.9651 delta=0.0 | raspberry.tart.hp factor=1.0265 delta=0.0 | raspberry.tart.speed factor=1.0145 delta=0.0 | raspberry.tart.cooldown factor=0.9881 delta=0.0 | raspberry.tart.power factor=1.0458 delta=0.0 | raspberry.tart.range factor=1.0152 delta=0.0 | raspberry.tart.area factor=1.0217 delta=0.0,False
6,0.5875,0.4125,0.2959,175.6709,0.337733,0.862846,1.1492,0.9688,0.5875,0.4125,0.2959,0.337733,0.862846,False,soft nerf raspberry.pie.power + rework blueberry.scone (balanced): raspberry.pie.power factor=0.9779 delta=0.0 | blueberry.scone.cost factor=0.963 delta=0.0 | blueberry.scone.hp factor=1.0339 delta=0.0 | blueberry.scone.speed factor=1.0158 delta=0.0 | blueberry.scone.cooldown factor=0.9866 delta=0.0 | blueberry.scone.power factor=1.0294 delta=0.0 | blueberry.scone.range factor=1.0095 delta=0.0,False
7,0.5813,0.4188,0.3985,175.0604,0.342523,0.858924,1.1614,0.9656,0.5813,0.4188,0.3985,0.342523,0.858924,False,soft nerf raspberry.pie.speed + rework blueberry.pannacotta (balanced): raspberry.pie.speed factor=0.9845 delta=0.0 | blueberry.pannacotta.cost factor=0.9633 delta=0.0 | blueberry.pannacotta.hp factor=1.0337 delta=0.0 | blueberry.pannacotta.speed factor=1.0157 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9867 delta=0.0 | blueberry.pannacotta.power factor=1.0292 delta=0.0 | blueberry.pannacotta.range factor=1.0094 delta=0.0 | blueberry.pannacotta.area factor=1.0135 delta=0.0,False
8,0.4625,0.5375,-0.084,175.0682,0.243085,0.78314,1.2418,0.9437,0.5,0.5,0.0267,0.202503,0.79755,True,,True
