rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.493371,0.4642,0.5357,-0.4366,173.1035,0.903632,0.5833,0.98215,soft nerf blueberry.pie.cost + rework raspberry.pie (offense): blueberry.pie.cost factor=1.0184 delta=0.0 | raspberry.pie.cost factor=0.9732 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.011 delta=0.0 | raspberry.pie.cooldown factor=0.9909 delta=0.0 | raspberry.pie.power factor=1.0349 delta=0.0 | raspberry.pie.range factor=1.0116 delta=0.0
2,0.504542,0.4642,0.5357,-0.3535,176.0159,0.95,0.0,1.0,soft nerf blueberry.pie.cost + rework raspberry.pie (tempo): blueberry.pie.cost factor=1.0184 delta=0.0 | raspberry.pie.cost factor=0.9646 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.022 delta=0.0 | raspberry.pie.cooldown factor=0.9837 delta=0.0 | raspberry.pie.power factor=1.0202 delta=0.0 | raspberry.pie.range factor=1.0064 delta=0.0
3,0.514143,0.4285,0.5715,-0.795,168.0347,0.777539,1.3368,0.9107,reduce blueberry swarm_focus via pie.hp + enable ranged_focus via tarte_tatin (balanced): blueberry.pie.hp factor=0.9855 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9697 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0276 delta=0.0 | blueberry.tarte_tatin.speed factor=1.0129 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9891 delta=0.0 | blueberry.tarte_tatin.power factor=1.0239 delta=0.0 | blueberry.tarte_tatin.range factor=1.0077 delta=0.0 | blueberry.tarte_tatin.area factor=1.011 delta=0.0
4,0.557675,0.3929,0.6071,-0.7304,170.913,0.811915,1.23005,0.94645,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via tarte_tatin (tempo): blueberry.pie.cost factor=1.0184 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9646 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0202 delta=0.0 | blueberry.tarte_tatin.speed factor=1.022 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9837 delta=0.0 | blueberry.tarte_tatin.power factor=1.0202 delta=0.0 | blueberry.tarte_tatin.range factor=1.0064 delta=0.0 | blueberry.tarte_tatin.area factor=1.0092 delta=0.0
5,0.56225,0.3929,0.6072,-0.5947,175.394,0.857264,1.1666,0.9643,soft nerf blueberry.pie.hp + rework raspberry.pie (tempo): blueberry.pie.hp factor=0.9855 delta=0.0 | raspberry.pie.cost factor=0.9646 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.022 delta=0.0 | raspberry.pie.cooldown factor=0.9837 delta=0.0 | raspberry.pie.power factor=1.0202 delta=0.0 | raspberry.pie.range factor=1.0064 delta=0.0
6,0.657877,0.3214,0.6786,-0.8015,172.0367,0.857264,1.1666,0.9643,soft nerf blueberry.pie.speed + rework raspberry.pie (offense): blueberry.pie.speed factor=0.9873 delta=0.0 | raspberry.pie.cost factor=0.9732 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.011 delta=0.0 | raspberry.pie.cooldown factor=0.9909 delta=0.0 | raspberry.pie.power factor=1.0349 delta=0.0 | raspberry.pie.range factor=1.0116 delta=0.0
7,0.660953,0.2857,0.7143,-0.8717,169.3993,0.766566,1.2935,0.9286,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via tarte_tatin (offense): blueberry.pie.cost factor=1.0184 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9732 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0202 delta=0.0 | blueberry.tarte_tatin.speed factor=1.011 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9909 delta=0.0 | blueberry.tarte_tatin.power factor=1.0349 delta=0.0 | blueberry.tarte_tatin.range factor=1.0116 delta=0.0 | blueberry.tarte_tatin.area factor=1.0165 delta=0.0
8,0.672903,0.3215,0.6785,-0.7523,172.3862,0.903632,0.5833,0.98215,reduce blueberry swarm_focus via pie.cost + enable ranged_focus via tarte_tatin (balanced): blueberry.pie.cost factor=1.0184 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9697 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0276 delta=0.0 | blueberry.tarte_tatin.speed factor=1.0129 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9891 delta=0.0 | blueberry.tarte_tatin.power factor=1.0239 delta=0.0 | blueberry.tarte_tatin.range factor=1.0077 delta=0.0 | blueberry.tarte_tatin.area factor=1.011 delta=0.0
9,0.698283,0.2858,0.7143,-1.1502,172.1826,0.777539,1.3368,0.9107,soft nerf blueberry.pie.hp + rework raspberry.pie (offense): blueberry.pie.hp factor=0.9855 delta=0.0 | raspberry.pie.cost factor=0.9732 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.011 delta=0.0 | raspberry.pie.cooldown factor=0.9909 delta=0.0 | raspberry.pie.power factor=1.0349 delta=0.0 | raspberry.pie.range factor=1.0116 delta=0.0
10,0.729107,0.2858,0.7143,-0.7492,169.1683,0.95,0.0,1.0,soft nerf blueberry.pie.cost + rework raspberry.pie (balanced): blueberry.pie.cost factor=1.0184 delta=0.0 | raspberry.pie.cost factor=0.9697 delta=0.0 | raspberry.pie.hp factor=1.0276 delta=0.0 | raspberry.pie.speed factor=1.0129 delta=0.0 | raspberry.pie.cooldown factor=0.9891 delta=0.0 | raspberry.pie.power factor=1.0239 delta=0.0 | raspberry.pie.range factor=1.0077 delta=0.0
