rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.611108,0.0,1.0,-1.3333,161.3333,blueberry.tarte_tatin.area factor=0.9423 delta=0.0
2,0.659483,0.0,1.0,-1.9138,173.0186,blueberry.tarte_tatin.hp factor=0.9533 delta=0.0
3,0.75,0.0,1.0,-3.0,158.0,blueberry.tarte_tatin.power factor=0.9423 delta=0.0
4,0.75,0.0,1.0,-3.0,151.25,blueberry.tarte_tatin.speed factor=0.9589 delta=0.0
