rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.251848,0.5357,0.4643,0.0162,175.1009,0.714195,1.4563,0.875,soft nerf blueberry.baumkuchen.hp + rework raspberry.tart (balanced): blueberry.baumkuchen.hp factor=0.9844 delta=0.0 | raspberry.tart.cost factor=0.9674 delta=0.0 | raspberry.tart.hp factor=1.0297 delta=0.0 | raspberry.tart.speed factor=1.0139 delta=0.0 | raspberry.tart.cooldown factor=0.9883 delta=0.0 | raspberry.tart.power factor=1.0257 delta=0.0 | raspberry.tart.range factor=1.0083 delta=0.0 | raspberry.tart.area factor=1.0119 delta=0.0
2,0.273003,0.5357,0.4643,0.0735,172.1544,0.762428,1.38265,0.89285,soft nerf blueberry.baumkuchen.hp + rework raspberry.tart (tempo): blueberry.baumkuchen.hp factor=0.9844 delta=0.0 | raspberry.tart.cost factor=0.9619 delta=0.0 | raspberry.tart.hp factor=1.0218 delta=0.0 | raspberry.tart.speed factor=1.0238 delta=0.0 | raspberry.tart.cooldown factor=0.9825 delta=0.0 | raspberry.tart.power factor=1.0218 delta=0.0 | raspberry.tart.range factor=1.0069 delta=0.0 | raspberry.tart.area factor=1.0099 delta=0.0
3,0.282015,0.5357,0.4643,-0.2285,169.5378,0.73219,1.40025,0.89285,reduce blueberry swarm_focus via pie.power + enable ranged_focus via scone (offense): blueberry.pie.power factor=0.9806 delta=0.0 | blueberry.scone.cost factor=0.9712 delta=0.0 | blueberry.scone.hp factor=1.0218 delta=0.0 | blueberry.scone.speed factor=1.0119 delta=0.0 | blueberry.scone.cooldown factor=0.9902 delta=0.0 | blueberry.scone.power factor=1.0376 delta=0.0 | blueberry.scone.range factor=1.0125 delta=0.0
4,0.285485,0.4643,0.5357,-0.0995,169.3972,0.793921,1.2861,0.9286,soft nerf blueberry.baumkuchen.speed + rework raspberry.tart (balanced): blueberry.baumkuchen.speed factor=0.9863 delta=0.0 | raspberry.tart.cost factor=0.9674 delta=0.0 | raspberry.tart.hp factor=1.0297 delta=0.0 | raspberry.tart.speed factor=1.0139 delta=0.0 | raspberry.tart.cooldown factor=0.9883 delta=0.0 | raspberry.tart.power factor=1.0257 delta=0.0 | raspberry.tart.range factor=1.0083 delta=0.0 | raspberry.tart.area factor=1.0119 delta=0.0
5,0.288419,0.4643,0.5357,-0.0864,169.6,0.808796,0.79935,0.9107,soft nerf blueberry.baumkuchen.power + rework raspberry.tart (offense): blueberry.baumkuchen.power factor=0.9806 delta=0.0 | raspberry.tart.cost factor=0.9712 delta=0.0 | raspberry.tart.hp factor=1.0218 delta=0.0 | raspberry.tart.speed factor=1.0119 delta=0.0 | raspberry.tart.cooldown factor=0.9902 delta=0.0 | raspberry.tart.power factor=1.0376 delta=0.0 | raspberry.tart.range factor=1.0125 delta=0.0 | raspberry.tart.area factor=1.0178 delta=0.0
6,0.295493,0.4643,0.5357,-0.3019,169.4725,0.748572,1.34955,0.91075,soft nerf blueberry.baumkuchen.hp + rework raspberry.tart (offense): blueberry.baumkuchen.hp factor=0.9844 delta=0.0 | raspberry.tart.cost factor=0.9712 delta=0.0 | raspberry.tart.hp factor=1.0218 delta=0.0 | raspberry.tart.speed factor=1.0119 delta=0.0 | raspberry.tart.cooldown factor=0.9902 delta=0.0 | raspberry.tart.power factor=1.0376 delta=0.0 | raspberry.tart.range factor=1.0125 delta=0.0 | raspberry.tart.area factor=1.0178 delta=0.0
7,0.310747,0.4643,0.5357,-0.1968,171.2396,0.840289,0.7028,0.94645,reduce blueberry swarm_focus via pie.power + enable ranged_focus via scone (balanced): blueberry.pie.power factor=0.9806 delta=0.0 | blueberry.scone.cost factor=0.9674 delta=0.0 | blueberry.scone.hp factor=1.0297 delta=0.0 | blueberry.scone.speed factor=1.0139 delta=0.0 | blueberry.scone.cooldown factor=0.9883 delta=0.0 | blueberry.scone.power factor=1.0257 delta=0.0 | blueberry.scone.range factor=1.0083 delta=0.0
8,0.375769,0.3928,0.6072,-0.4581,172.6233,0.717079,1.4461,0.875,reduce blueberry swarm_focus via pie.power + enable ranged_focus via scone (tempo): blueberry.pie.power factor=0.9806 delta=0.0 | blueberry.scone.cost factor=0.9619 delta=0.0 | blueberry.scone.hp factor=1.0218 delta=0.0 | blueberry.scone.speed factor=1.0238 delta=0.0 | blueberry.scone.cooldown factor=0.9825 delta=0.0 | blueberry.scone.power factor=1.0218 delta=0.0 | blueberry.scone.range factor=1.0069 delta=0.0
9,0.435823,0.3571,0.6428,-0.5396,169.2781,0.766566,1.2935,0.9286,soft nerf blueberry.baumkuchen.power + rework raspberry.tart (balanced): blueberry.baumkuchen.power factor=0.9806 delta=0.0 | raspberry.tart.cost factor=0.9674 delta=0.0 | raspberry.tart.hp factor=1.0297 delta=0.0 | raspberry.tart.speed factor=1.0139 delta=0.0 | raspberry.tart.cooldown factor=0.9883 delta=0.0 | raspberry.tart.power factor=1.0257 delta=0.0 | raspberry.tart.range factor=1.0083 delta=0.0 | raspberry.tart.area factor=1.0119 delta=0.0
10,0.509077,0.7143,0.2857,0.4469,172.7137,0.808796,0.79935,0.9107,soft nerf blueberry.baumkuchen.power + rework raspberry.tart (tempo): blueberry.baumkuchen.power factor=0.9806 delta=0.0 | raspberry.tart.cost factor=0.9619 delta=0.0 | raspberry.tart.hp factor=1.0218 delta=0.0 | raspberry.tart.speed factor=1.0238 delta=0.0 | raspberry.tart.cooldown factor=0.9825 delta=0.0 | raspberry.tart.power factor=1.0218 delta=0.0 | raspberry.tart.range factor=1.0069 delta=0.0 | raspberry.tart.area factor=1.0099 delta=0.0
