iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,confirmation_raspberry_win_rate,confirmation_blueberry_win_rate,confirmation_avg_final_control,confirmation_balance_score,confirmation_strategy_diversity_penalty,confirmation_passed,patch_added,stopped
1,0.4188,0.5813,-0.5696,171.6588,0.542818,0.658608,1.6385,0.8156,0.4188,0.5813,-0.5696,0.542818,0.658608,False,soft nerf blueberry.baumkuchen.hp + rework raspberry.scone (tempo): blueberry.baumkuchen.hp factor=0.9876 delta=0.0 | raspberry.scone.cost factor=0.9695 delta=0.0 | raspberry.scone.hp factor=1.0173 delta=0.0 | raspberry.scone.speed factor=1.0188 delta=0.0 | raspberry.scone.cooldown factor=0.9861 delta=0.0 | raspberry.scone.power factor=1.0173 delta=0.0 | raspberry.scone.range factor=1.0055 delta=0.0,False
2,0.65,0.35,0.342,175.4948,0.588088,0.663646,1.6462,0.8313,0.65,0.35,0.342,0.588088,0.663646,False,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (offense): raspberry.macaron.speed factor=0.9881 delta=0.0 | blueberry.pannacotta.cost factor=0.9749 delta=0.0 | blueberry.pannacotta.hp factor=1.0189 delta=0.0 | blueberry.pannacotta.speed factor=1.0103 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9915 delta=0.0 | blueberry.pannacotta.power factor=1.0326 delta=0.0 | blueberry.pannacotta.range factor=1.0108 delta=0.0 | blueberry.pannacotta.area factor=1.0154 delta=0.0,False
3,0.5687,0.4313,0.0233,175.1982,0.480682,0.682106,1.5663,0.8438,,,,,,,reduce blueberry swarm_focus via pie.power + enable ranged_focus via tarte_tatin (balanced): blueberry.pie.power factor=0.9848 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9744 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0232 delta=0.0 | blueberry.tarte_tatin.speed factor=1.0108 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9908 delta=0.0 | blueberry.tarte_tatin.power factor=1.0201 delta=0.0 | blueberry.tarte_tatin.range factor=1.0065 delta=0.0 | blueberry.tarte_tatin.area factor=1.0093 delta=0.0,False
4,0.4437,0.5563,-0.3425,174.505,0.491663,0.659008,1.6591,0.825,0.5,0.5,-0.2092,0.420789,0.660637,True,,True
