rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.583333,1.0,0.0,1.0,90.5,blueberry.scone.speed factor=0.8448 delta=0.0
2,0.611108,1.0,0.0,1.3333,129.8333,blueberry.tarte_tatin.area factor=0.7921 delta=0.0
3,0.638892,0.0,1.0,-1.6667,128.6667,blueberry.scone.power factor=0.7921 delta=0.0
4,0.658533,1.0,0.0,1.9024,146.5778,blueberry.tarte_tatin.hp factor=0.8264 delta=0.0
5,0.666242,0.0,1.0,-1.9949,139.0478,blueberry.tarte_tatin.speed factor=0.8448 delta=0.0
6,0.666667,0.0,1.0,-2.0,166.0,blueberry.scone.hp factor=0.8264 delta=0.0
7,0.75,1.0,0.0,3.0,96.875,blueberry.tarte_tatin.power factor=0.7921 delta=0.0
8,0.75,1.0,0.0,3.0,118.125,blueberry.tarte_tatin.cost factor=1.2625 delta=0.0
