match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades,raspberry_strategy,blueberry_strategy
1,raspberry,2,0,2,4,4,upgrade_focus,upgrade_focus
2,raspberry,2,1,3,4,1,upgrade_focus,tank_focus
3,raspberry,2,1,3,5,1,upgrade_focus,tank_focus
4,raspberry,2,0,2,6,0,upgrade_focus,tank_focus
5,raspberry,2,0,2,2,0,upgrade_focus,tank_focus
6,blueberry,0,2,2,0,1,special_focus,tank_focus
7,raspberry,2,0,2,3,0,upgrade_focus,tank_focus
8,blueberry,0,2,2,0,0,special_focus,tank_focus
9,raspberry,2,0,2,5,0,upgrade_focus,tank_focus
10,raspberry,2,0,2,4,0,upgrade_focus,tank_focus
