rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.182117,0.6667,0.3333,0.185,129.5675,raspberry.pie.power factor=0.7973 delta=0.0
2,0.466667,0.1,0.9,-0.8,111.8125,raspberry.pie.cost factor=1.2542 delta=0.0
3,0.583333,0.0,1.0,-1.0,137.4167,raspberry.pie.hp factor=0.831 delta=0.0
4,0.583333,1.0,0.0,1.0,120.3625,raspberry.pie.speed factor=0.8489 delta=0.0
5,0.583333,1.0,0.0,1.0,142.75,raspberry.tart.power factor=0.7973 delta=0.0
6,0.638892,0.0,1.0,-1.6667,179.1667,raspberry.tart.speed factor=0.8489 delta=0.0
7,0.685175,0.0,1.0,-2.2221,172.548,raspberry.tart.hp factor=0.831 delta=0.0
8,0.75,1.0,0.0,3.0,147.25,raspberry.tart.area factor=0.7973 delta=0.0
