match_id,winner,raspberry_rounds,blueberry_rounds,rounds_played,raspberry_final_upgrades,blueberry_final_upgrades
1,blueberry,0,2,2,1,1
2,blueberry,0,2,2,0,0
3,blueberry,0,2,2,1,0
4,blueberry,0,2,2,0,1
5,blueberry,0,2,2,1,1
6,blueberry,0,2,2,1,1
7,blueberry,0,2,2,0,1
8,blueberry,0,2,2,0,1
9,blueberry,0,2,2,0,0
10,blueberry,0,2,2,0,1
11,blueberry,0,2,2,0,1
12,blueberry,0,2,2,1,0
13,blueberry,0,2,2,1,1
14,blueberry,0,2,2,1,1
15,blueberry,0,2,2,1,0
16,blueberry,0,2,2,1,0
17,blueberry,0,2,2,0,1
18,blueberry,0,2,2,1,1
19,blueberry,0,2,2,0,1
20,blueberry,0,2,2,0,1
21,blueberry,0,2,2,0,0
22,blueberry,0,2,2,0,1
23,blueberry,1,2,3,1,1
24,blueberry,0,2,2,0,0
25,blueberry,0,2,2,0,0
26,blueberry,0,2,2,1,0
27,blueberry,0,2,2,1,0
28,blueberry,0,2,2,1,1
29,blueberry,0,2,2,0,0
30,blueberry,0,2,2,1,0
31,blueberry,0,2,2,0,1
32,blueberry,0,2,2,1,1
33,blueberry,0,2,2,0,0
34,blueberry,0,2,2,1,1
35,blueberry,0,2,2,1,1
36,blueberry,0,2,2,1,1
37,blueberry,0,2,2,0,0
38,blueberry,0,2,2,1,1
39,blueberry,0,2,2,1,1
40,blueberry,0,2,2,0,1
41,blueberry,0,2,2,0,0
42,blueberry,0,2,2,1,1
43,blueberry,0,2,2,1,1
44,blueberry,0,2,2,1,0
45,blueberry,0,2,2,0,1
46,blueberry,1,2,3,0,1
47,blueberry,0,2,2,0,1
48,blueberry,1,2,3,1,1
49,blueberry,0,2,2,0,1
50,blueberry,0,2,2,1,0
51,blueberry,0,2,2,1,0
52,blueberry,0,2,2,1,0
53,blueberry,0,2,2,1,1
54,blueberry,0,2,2,1,1
55,blueberry,0,2,2,0,1
56,blueberry,0,2,2,0,1
57,blueberry,0,2,2,1,1
58,blueberry,0,2,2,1,1
59,blueberry,1,2,3,1,0
60,blueberry,0,2,2,0,1
61,blueberry,0,2,2,0,1
62,blueberry,0,2,2,1,0
63,blueberry,0,2,2,1,0
64,blueberry,0,2,2,1,0
65,blueberry,0,2,2,1,0
66,blueberry,0,2,2,0,1
67,blueberry,0,2,2,1,0
68,blueberry,0,2,2,0,1
69,blueberry,0,2,2,0,1
70,blueberry,0,2,2,1,0
71,blueberry,0,2,2,1,0
72,blueberry,1,2,3,1,1
73,blueberry,0,2,2,1,0
74,blueberry,0,2,2,1,1
75,blueberry,1,2,3,0,1
76,blueberry,0,2,2,0,1
77,blueberry,0,2,2,0,0
78,blueberry,0,2,2,0,1
79,blueberry,0,2,2,1,1
80,blueberry,0,2,2,1,0
81,blueberry,0,2,2,1,1
82,blueberry,0,2,2,0,1
83,blueberry,0,2,2,1,0
84,blueberry,0,2,2,1,0
85,blueberry,0,2,2,1,0
86,blueberry,0,2,2,1,1
87,blueberry,0,2,2,1,0
88,blueberry,0,2,2,0,0
89,blueberry,1,2,3,1,1
90,blueberry,0,2,2,1,1
91,blueberry,0,2,2,0,0
92,blueberry,0,2,2,1,0
93,blueberry,0,2,2,1,0
94,blueberry,0,2,2,1,1
95,blueberry,0,2,2,1,1
96,blueberry,0,2,2,0,0
97,blueberry,0,2,2,1,0
98,blueberry,0,2,2,1,1
99,blueberry,0,2,2,1,0
100,blueberry,0,2,2,1,1
