rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.19623,0.5,0.5,0.0534,174.9382,0.95,0.0,1.0,soft nerf raspberry.pie.speed + rework blueberry.pannacotta (balanced): raspberry.pie.speed factor=0.9821 delta=0.0 | blueberry.pannacotta.cost factor=0.9575 delta=0.0 | blueberry.pannacotta.hp factor=1.0391 delta=0.0 | blueberry.pannacotta.speed factor=1.0183 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9846 delta=0.0 | blueberry.pannacotta.power factor=1.0339 delta=0.0 | blueberry.pannacotta.range factor=1.011 delta=0.0 | blueberry.pannacotta.area factor=1.0157 delta=0.0
2,0.236305,0.4643,0.5357,0.0909,173.5909,0.95,0.0,1.0,soft nerf raspberry.pie.hp + rework blueberry.pannacotta (balanced): raspberry.pie.hp factor=0.9796 delta=0.0 | blueberry.pannacotta.cost factor=0.9575 delta=0.0 | blueberry.pannacotta.hp factor=1.0391 delta=0.0 | blueberry.pannacotta.speed factor=1.0183 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9846 delta=0.0 | blueberry.pannacotta.power factor=1.0339 delta=0.0 | blueberry.pannacotta.range factor=1.011 delta=0.0 | blueberry.pannacotta.area factor=1.0157 delta=0.0
3,0.271628,0.4285,0.5715,-0.1663,172.5594,0.903632,0.5833,0.98215,soft nerf raspberry.pie.cost + rework blueberry.pannacotta (balanced): raspberry.pie.cost factor=1.0261 delta=0.0 | blueberry.pannacotta.cost factor=0.9575 delta=0.0 | blueberry.pannacotta.hp factor=1.0391 delta=0.0 | blueberry.pannacotta.speed factor=1.0183 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9846 delta=0.0 | blueberry.pannacotta.power factor=1.0339 delta=0.0 | blueberry.pannacotta.range factor=1.011 delta=0.0 | blueberry.pannacotta.area factor=1.0157 delta=0.0
4,0.275027,0.5357,0.4643,0.4228,173.1374,0.95,0.0,1.0,reduce raspberry swarm_focus via pie.cost + enable ranged_focus via scone (offense): raspberry.pie.cost factor=1.0261 delta=0.0 | raspberry.scone.cost factor=0.9623 delta=0.0 | raspberry.scone.hp factor=1.0287 delta=0.0 | raspberry.scone.speed factor=1.0157 delta=0.0 | raspberry.scone.cooldown factor=0.9871 delta=0.0 | raspberry.scone.power factor=1.0496 delta=0.0 | raspberry.scone.range factor=1.0164 delta=0.0
5,0.303582,0.5715,0.4285,0.3607,171.8435,0.95,0.0,1.0,soft nerf raspberry.pie.hp + rework blueberry.pannacotta (offense): raspberry.pie.hp factor=0.9796 delta=0.0 | blueberry.pannacotta.cost factor=0.9623 delta=0.0 | blueberry.pannacotta.hp factor=1.0287 delta=0.0 | blueberry.pannacotta.speed factor=1.0157 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9871 delta=0.0 | blueberry.pannacotta.power factor=1.0496 delta=0.0 | blueberry.pannacotta.range factor=1.0164 delta=0.0 | blueberry.pannacotta.area factor=1.0235 delta=0.0
6,0.311247,0.5715,0.4285,0.4264,171.3096,0.95,0.0,1.0,reduce raspberry swarm_focus via pie.cost + enable ranged_focus via scone (tempo): raspberry.pie.cost factor=1.0261 delta=0.0 | raspberry.scone.cost factor=0.9504 delta=0.0 | raspberry.scone.hp factor=1.0287 delta=0.0 | raspberry.scone.speed factor=1.0313 delta=0.0 | raspberry.scone.cooldown factor=0.9771 delta=0.0 | raspberry.scone.power factor=1.0287 delta=0.0 | raspberry.scone.range factor=1.0091 delta=0.0
7,0.32509,0.3929,0.6072,-0.3194,171.4689,0.903632,0.5833,0.98215,soft nerf raspberry.pie.cost + rework blueberry.pannacotta (offense): raspberry.pie.cost factor=1.0261 delta=0.0 | blueberry.pannacotta.cost factor=0.9623 delta=0.0 | blueberry.pannacotta.hp factor=1.0287 delta=0.0 | blueberry.pannacotta.speed factor=1.0157 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9871 delta=0.0 | blueberry.pannacotta.power factor=1.0496 delta=0.0 | blueberry.pannacotta.range factor=1.0164 delta=0.0 | blueberry.pannacotta.area factor=1.0235 delta=0.0
8,0.388855,0.3571,0.6429,-0.5591,175.4309,0.903632,0.5833,0.98215,soft nerf raspberry.pie.hp + rework blueberry.pannacotta (tempo): raspberry.pie.hp factor=0.9796 delta=0.0 | blueberry.pannacotta.cost factor=0.9504 delta=0.0 | blueberry.pannacotta.hp factor=1.0287 delta=0.0 | blueberry.pannacotta.speed factor=1.0313 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9771 delta=0.0 | blueberry.pannacotta.power factor=1.0287 delta=0.0 | blueberry.pannacotta.range factor=1.0091 delta=0.0 | blueberry.pannacotta.area factor=1.013 delta=0.0
9,0.479655,0.7143,0.2857,0.6459,171.0955,0.95,0.0,1.0,reduce raspberry swarm_focus via pie.cost + enable ranged_focus via scone (balanced): raspberry.pie.cost factor=1.0261 delta=0.0 | raspberry.scone.cost factor=0.9575 delta=0.0 | raspberry.scone.hp factor=1.0391 delta=0.0 | raspberry.scone.speed factor=1.0183 delta=0.0 | raspberry.scone.cooldown factor=0.9846 delta=0.0 | raspberry.scone.power factor=1.0339 delta=0.0 | raspberry.scone.range factor=1.011 delta=0.0
10,0.55332,0.2143,0.7857,-0.7448,168.2263,0.903632,0.5833,0.98215,soft nerf raspberry.pie.cost + rework blueberry.pannacotta (tempo): raspberry.pie.cost factor=1.0261 delta=0.0 | blueberry.pannacotta.cost factor=0.9504 delta=0.0 | blueberry.pannacotta.hp factor=1.0287 delta=0.0 | blueberry.pannacotta.speed factor=1.0313 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9771 delta=0.0 | blueberry.pannacotta.power factor=1.0287 delta=0.0 | blueberry.pannacotta.range factor=1.0091 delta=0.0 | blueberry.pannacotta.area factor=1.013 delta=0.0
