rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,patch
1,0.358783,0.5357,0.4643,-0.0857,168.1142,0.823906,0.7535,0.92855,reduce blueberry swarm_focus via pie.power + enable ranged_focus via scone (tempo): blueberry.pie.power factor=0.9817 delta=0.0 | blueberry.scone.cost factor=0.964 delta=0.0 | blueberry.scone.hp factor=1.0205 delta=0.0 | blueberry.scone.speed factor=1.0224 delta=0.0 | blueberry.scone.cooldown factor=0.9835 delta=0.0 | blueberry.scone.power factor=1.0205 delta=0.0 | blueberry.scone.range factor=1.0065 delta=0.0
2,0.374834,0.4285,0.5715,-0.1618,172.252,0.748572,1.34955,0.91075,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (tempo): raspberry.macaron.hp factor=0.9853 delta=0.0 | blueberry.pannacotta.cost factor=0.964 delta=0.0 | blueberry.pannacotta.hp factor=1.0205 delta=0.0 | blueberry.pannacotta.speed factor=1.0224 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9835 delta=0.0 | blueberry.pannacotta.power factor=1.0205 delta=0.0 | blueberry.pannacotta.range factor=1.0065 delta=0.0 | blueberry.pannacotta.area factor=1.0093 delta=0.0
3,0.400504,0.5715,0.4285,-0.0278,161.7708,0.857264,1.1666,0.9643,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (offense): raspberry.macaron.hp factor=0.9853 delta=0.0 | blueberry.pannacotta.cost factor=0.9728 delta=0.0 | blueberry.pannacotta.hp factor=1.0205 delta=0.0 | blueberry.pannacotta.speed factor=1.0112 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9908 delta=0.0 | blueberry.pannacotta.power factor=1.0354 delta=0.0 | blueberry.pannacotta.range factor=1.0118 delta=0.0 | blueberry.pannacotta.area factor=1.0168 delta=0.0
4,0.432149,0.5715,0.4285,0.4077,161.4804,0.823906,0.7535,0.92855,reduce blueberry swarm_focus via pie.power + enable ranged_focus via scone (balanced): blueberry.pie.power factor=0.9817 delta=0.0 | blueberry.scone.cost factor=0.9693 delta=0.0 | blueberry.scone.hp factor=1.028 delta=0.0 | blueberry.scone.speed factor=1.0131 delta=0.0 | blueberry.scone.cooldown factor=0.9889 delta=0.0 | blueberry.scone.power factor=1.0243 delta=0.0 | blueberry.scone.range factor=1.0078 delta=0.0
5,0.445339,0.6072,0.3929,-0.1061,170.6288,0.857264,1.1666,0.9643,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (tempo): raspberry.macaron.cost factor=1.0187 delta=0.0 | blueberry.pannacotta.cost factor=0.964 delta=0.0 | blueberry.pannacotta.hp factor=1.0205 delta=0.0 | blueberry.pannacotta.speed factor=1.0224 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9835 delta=0.0 | blueberry.pannacotta.power factor=1.0205 delta=0.0 | blueberry.pannacotta.range factor=1.0065 delta=0.0 | blueberry.pannacotta.area factor=1.0093 delta=0.0
6,0.478599,0.6072,0.3928,0.5389,167.5211,0.811915,1.23005,0.94645,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (balanced): raspberry.macaron.speed factor=0.9871 delta=0.0 | blueberry.pannacotta.cost factor=0.9693 delta=0.0 | blueberry.pannacotta.hp factor=1.028 delta=0.0 | blueberry.pannacotta.speed factor=1.0131 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9889 delta=0.0 | blueberry.pannacotta.power factor=1.0243 delta=0.0 | blueberry.pannacotta.range factor=1.0078 delta=0.0 | blueberry.pannacotta.area factor=1.0112 delta=0.0
7,0.48882,0.6429,0.3571,0.1728,166.6538,0.857264,1.1666,0.9643,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (offense): raspberry.macaron.cost factor=1.0187 delta=0.0 | blueberry.pannacotta.cost factor=0.9728 delta=0.0 | blueberry.pannacotta.hp factor=1.0205 delta=0.0 | blueberry.pannacotta.speed factor=1.0112 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9908 delta=0.0 | blueberry.pannacotta.power factor=1.0354 delta=0.0 | blueberry.pannacotta.range factor=1.0118 delta=0.0 | blueberry.pannacotta.area factor=1.0168 delta=0.0
8,0.513368,0.6786,0.3214,0.1325,166.913,0.840289,0.7028,0.94645,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (balanced): raspberry.macaron.hp factor=0.9853 delta=0.0 | blueberry.pannacotta.cost factor=0.9693 delta=0.0 | blueberry.pannacotta.hp factor=1.028 delta=0.0 | blueberry.pannacotta.speed factor=1.0131 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9889 delta=0.0 | blueberry.pannacotta.power factor=1.0243 delta=0.0 | blueberry.pannacotta.range factor=1.0078 delta=0.0 | blueberry.pannacotta.area factor=1.0112 delta=0.0
9,0.597907,0.7143,0.2857,0.3448,174.0066,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (offense): raspberry.macaron.speed factor=0.9871 delta=0.0 | blueberry.pannacotta.cost factor=0.9728 delta=0.0 | blueberry.pannacotta.hp factor=1.0205 delta=0.0 | blueberry.pannacotta.speed factor=1.0112 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9908 delta=0.0 | blueberry.pannacotta.power factor=1.0354 delta=0.0 | blueberry.pannacotta.range factor=1.0118 delta=0.0 | blueberry.pannacotta.area factor=1.0168 delta=0.0
10,0.680192,0.75,0.25,0.7441,168.8065,0.903632,0.5833,0.98215,soft nerf raspberry.macaron.cost + rework blueberry.pannacotta (balanced): raspberry.macaron.cost factor=1.0187 delta=0.0 | blueberry.pannacotta.cost factor=0.9693 delta=0.0 | blueberry.pannacotta.hp factor=1.028 delta=0.0 | blueberry.pannacotta.speed factor=1.0131 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9889 delta=0.0 | blueberry.pannacotta.power factor=1.0243 delta=0.0 | blueberry.pannacotta.range factor=1.0078 delta=0.0 | blueberry.pannacotta.area factor=1.0112 delta=0.0
