iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,confirmation_raspberry_win_rate,confirmation_blueberry_win_rate,confirmation_avg_final_control,confirmation_balance_score,confirmation_strategy_diversity_penalty,confirmation_passed,patch_added,stopped
1,0.4125,0.5875,-0.2876,169.0259,0.349891,0.762791,1.3052,0.925,,,,,,,soft nerf blueberry.baumkuchen.hp + rework raspberry.tart (balanced): blueberry.baumkuchen.hp factor=0.9844 delta=0.0 | raspberry.tart.cost factor=0.9674 delta=0.0 | raspberry.tart.hp factor=1.0297 delta=0.0 | raspberry.tart.speed factor=1.0139 delta=0.0 | raspberry.tart.cooldown factor=0.9883 delta=0.0 | raspberry.tart.power factor=1.0257 delta=0.0 | raspberry.tart.range factor=1.0083 delta=0.0 | raspberry.tart.area factor=1.0119 delta=0.0,False
2,0.5437,0.4562,0.0551,172.3714,0.277985,0.759523,1.3154,0.9219,0.4625,0.5375,-0.0967,0.289166,0.801281,True,,True
