rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.541667,0.0,1.0,-0.5,180.0,blueberry.tarte_tatin.hp factor=0.947 delta=0.0
2,0.552083,1.0,0.0,0.625,180.0,blueberry.tarte_tatin.power factor=0.9346 delta=0.0
3,0.583333,0.0,1.0,-1.0,180.0,blueberry.tarte_tatin.area factor=0.9346 delta=0.0
4,0.638892,0.0,1.0,-1.6667,162.0,blueberry.tarte_tatin.speed factor=0.9533 delta=0.0
