iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,patch_added,stopped
1,0.0,1.0,-3.0,169.5,0.75,blueberry.tarte_tatin.cost factor=1.0613 delta=0.0,False
2,1.0,0.0,0.3333,175.8333,0.527775,raspberry.tart.hp factor=0.9533 delta=0.0,False
3,0.0,1.0,-2.2938,180.0,0.69115,blueberry.tarte_tatin.area factor=0.9423 delta=0.0,False
4,0.0,1.0,-3.0,150.25,0.75,blueberry.tarte_tatin.power factor=0.9423 delta=0.0,False
5,0.0,1.0,-3.0,178.0,0.75,blueberry.tarte_tatin.cost factor=1.0613 delta=0.0,False
6,0.0,1.0,-2.0,180.0,0.666667,blueberry.tarte_tatin.speed factor=0.9589 delta=0.0,False
