team,unit_key,unit_name,produced,produced_per_match,team_production_share,kills,kills_per_match,deaths,damage,damage_per_match,damage_taken,healing,attacks_made,attacks_received,survival_time,avg_survival_time,focus_fire_hits,focus_fire_events,max_focus_attackers
raspberry,baumkuchen,바움쿠헨,91,91.0,0.7712,8,8.0,90,1826.58,1826.577,63644.13,0.0,135,1047,557.0,6.1209,1,523,23
raspberry,macaron,마카롱,11,11.0,0.0932,0,0.0,11,0.0,0.0,969.42,2200.29,0,21,29.5,2.6818,0,19,14
raspberry,pie,파이,14,14.0,0.1186,0,0.0,14,185.88,185.8775,2164.89,0.0,5,21,31.0,2.2143,0,13,5
raspberry,tart,타르트,2,2.0,0.0169,4,4.0,2,876.44,876.4429,575.36,0.0,6,1,11.0,5.5,1,0,0
blueberry,pie,파이,57,57.0,0.456,71,71.0,6,23068.92,23068.9239,1039.17,0.0,478,40,3236.0,56.7719,226,0,0
blueberry,tarte_tatin,타르트·타탱,68,68.0,0.544,46,46.0,6,44284.88,44284.8776,1849.72,0.0,612,106,4584.0,67.4118,329,2,2
