iteration,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,balance_score,strategy_diversity_penalty,effective_strategies,dominant_strategy_share,confirmation_raspberry_win_rate,confirmation_blueberry_win_rate,confirmation_avg_final_control,confirmation_balance_score,confirmation_strategy_diversity_penalty,confirmation_passed,patch_added,stopped
1,0.5687,0.4313,-0.0855,174.3199,0.427967,0.776205,1.2634,0.9375,,,,,,,reduce blueberry swarm_focus via pie.power + enable ranged_focus via tarte_tatin (balanced): blueberry.pie.power factor=0.9837 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9726 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0248 delta=0.0 | blueberry.tarte_tatin.speed factor=1.0116 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.9902 delta=0.0 | blueberry.tarte_tatin.power factor=1.0215 delta=0.0 | blueberry.tarte_tatin.range factor=1.0069 delta=0.0 | blueberry.tarte_tatin.area factor=1.0099 delta=0.0,False
2,0.5687,0.4313,0.0514,173.2943,0.419438,0.766091,1.2949,0.9281,0.5687,0.4313,0.0514,0.419438,0.766091,False,soft nerf raspberry.macaron.hp + rework blueberry.pannacotta (tempo): raspberry.macaron.hp factor=0.9869 delta=0.0 | blueberry.pannacotta.cost factor=0.968 delta=0.0 | blueberry.pannacotta.hp factor=1.0182 delta=0.0 | blueberry.pannacotta.speed factor=1.0199 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9853 delta=0.0 | blueberry.pannacotta.power factor=1.0182 delta=0.0 | blueberry.pannacotta.range factor=1.0058 delta=0.0 | blueberry.pannacotta.area factor=1.0083 delta=0.0,False
3,0.5687,0.4313,-0.0275,174.165,0.429151,0.793873,1.2083,0.9531,,,,,,,soft nerf raspberry.macaron.speed + rework blueberry.pannacotta (offense): raspberry.macaron.speed factor=0.9886 delta=0.0 | blueberry.pannacotta.cost factor=0.9758 delta=0.0 | blueberry.pannacotta.hp factor=1.0182 delta=0.0 | blueberry.pannacotta.speed factor=1.0099 delta=0.0 | blueberry.pannacotta.cooldown factor=0.9918 delta=0.0 | blueberry.pannacotta.power factor=1.0314 delta=0.0 | blueberry.pannacotta.range factor=1.0104 delta=0.0 | blueberry.pannacotta.area factor=1.0149 delta=0.0,False
4,0.35,0.65,-0.8041,170.7545,0.587068,0.762791,1.3052,0.925,,,,,,,soft nerf blueberry.pie.cost + rework raspberry.pie (offense): blueberry.pie.cost factor=1.0184 delta=0.0 | raspberry.pie.cost factor=0.9732 delta=0.0 | raspberry.pie.hp factor=1.0202 delta=0.0 | raspberry.pie.speed factor=1.011 delta=0.0 | raspberry.pie.cooldown factor=0.9909 delta=0.0 | raspberry.pie.power factor=1.0349 delta=0.0 | raspberry.pie.range factor=1.0116 delta=0.0,False
5,0.3438,0.6562,-0.8695,171.6371,0.644157,0.858924,1.1614,0.9656,0.3438,0.6562,-0.8695,0.644157,0.858924,False,soft nerf blueberry.pie.power + rework raspberry.scone (offense): blueberry.pie.power factor=0.9818 delta=0.0 | raspberry.scone.cost factor=0.973 delta=0.0 | raspberry.scone.hp factor=1.0204 delta=0.0 | raspberry.scone.speed factor=1.0111 delta=0.0 | raspberry.scone.cooldown factor=0.9908 delta=0.0 | raspberry.scone.power factor=1.0352 delta=0.0 | raspberry.scone.range factor=1.0117 delta=0.0,False
6,0.4188,0.5813,-0.6176,173.0904,0.550965,0.883803,1.0838,0.9844,,,,,,,reduce blueberry swarm_focus via pie.speed + enable ranged_focus via tarte_tatin (balanced): blueberry.pie.speed factor=0.9884 delta=0.0 | blueberry.tarte_tatin.cost factor=0.9722 delta=0.0 | blueberry.tarte_tatin.hp factor=1.0252 delta=0.0 | blueberry.tarte_tatin.speed factor=1.0118 delta=0.0 | blueberry.tarte_tatin.cooldown factor=0.99 delta=0.0 | blueberry.tarte_tatin.power factor=1.0219 delta=0.0 | blueberry.tarte_tatin.range factor=1.0071 delta=0.0 | blueberry.tarte_tatin.area factor=1.0101 delta=0.0,False
7,0.4,0.6,-0.5361,173.6727,0.560256,0.883803,1.0838,0.9844,,,,,,,soft nerf blueberry.baumkuchen.power + rework raspberry.pie (offense): blueberry.baumkuchen.power factor=0.983 delta=0.0 | raspberry.pie.cost factor=0.9748 delta=0.0 | raspberry.pie.hp factor=1.019 delta=0.0 | raspberry.pie.speed factor=1.0104 delta=0.0 | raspberry.pie.cooldown factor=0.9914 delta=0.0 | raspberry.pie.power factor=1.0328 delta=0.0 | raspberry.pie.range factor=1.0109 delta=0.0,False
8,0.4313,0.5687,-0.5538,172.991,0.521705,0.8631,1.1538,0.9719,,,,,,,soft nerf blueberry.pie.speed + rework raspberry.pie (offense): blueberry.pie.speed factor=0.9886 delta=0.0 | raspberry.pie.cost factor=0.9758 delta=0.0 | raspberry.pie.hp factor=1.0182 delta=0.0 | raspberry.pie.speed factor=1.0099 delta=0.0 | raspberry.pie.cooldown factor=0.9918 delta=0.0 | raspberry.pie.power factor=1.0314 delta=0.0 | raspberry.pie.range factor=1.0104 delta=0.0,False
9,0.4688,0.5312,-0.3234,174.2724,0.468695,0.888366,1.0695,0.9875,0.4813,0.5188,-0.2835,0.443692,0.870927,True,,True
