rank,score,raspberry_win_rate,blueberry_win_rate,avg_final_control,avg_round_duration,patch
1,0.452375,0.875,0.125,0.9285,180.0,raspberry.tart.hp factor=0.947 delta=0.0
2,0.611108,1.0,0.0,1.3333,180.0,raspberry.tart.area factor=0.9346 delta=0.0
3,0.638892,1.0,0.0,1.6667,180.0,raspberry.tart.speed factor=0.9533 delta=0.0
4,0.659317,0.0,1.0,-1.9118,168.8824,raspberry.tart.cost factor=1.07 delta=0.0
